,x,V
0,"[0.07222472609309871, 0.6179807204125954]",0.6902054465056942
1,"[0.9095644588322195, 0.9189008482469257]",1.8284653070791452
2,"[0.9947954862569266, 0.1441418294894461]",1.1389373157463727
3,"[0.06672190282548396, 0.7892003833725724]",0.8559222861980563
4,"[0.39988583037624836, 0.6553555847460503]",1.0552414151222986
5,"[0.10074365493007342, 0.5333132993391647]",0.6340569542692381
6,"[0.32807127648691936, 0.7594324941579137]",1.0875037706448332
7,"[0.47146863146940643, 0.2098951934953336]",0.68136382496474
8,"[0.15587474237042342, 0.6464341417529489]",0.8023088841233723
9,"[0.934954845823635, 0.23460060146875283]",1.169555447292388
10,"[0.9319487565446499, 0.19637346645275167]",1.1283222229974017
11,"[0.9702671743985998, 0.23853080646693114]",1.208797980865531
12,"[0.6766588295251913, 0.7392950806303977]",1.4159539101555891
13,"[0.09131221609694362, 0.4542498671566205]",0.5455620832535641
14,"[0.5821844376742557, 0.8732383095258106]",1.4554227472000663
15,"[0.4478036980478266, 0.41913519353994966]",0.8669388915877763
16,"[0.8201742595196333, 0.46816745001394366]",1.288341709533577
17,"[0.5702756024927518, 0.521274799946535]",1.0915504024392868
18,"[0.1615658196695262, 0.6347082000894003]",0.7962740197589265
19,"[0.638125789880248, 0.9912083615012259]",1.629334151381474
20,"[0.8804144705148593, 0.29242021647855854]",1.1728346869934179
21,"[0.21427762433270614, 0.20136959636293306]",0.4156472206956392
22,"[0.43302648461416693, 0.950246365490362]",1.3832728501045288
23,"[0.8594987630935136, 0.4449100407590746]",1.304408803852588
24,"[0.045680143495521075, 0.367003595931346]",0.4126837394268671
25,"[0.9604305024482305, 0.9443422899283417]",1.9047727923765723
26,"[0.21736902690542148, 0.06219745751023065]",0.27956648441565213
27,"[0.08343964441488672, 0.1749407511286254]",0.2583803955435121
28,"[0.2624439021250652, 0.2405635165119806]",0.5030074186370458
29,"[0.985576543060569, 0.12266165297249743]",1.1082381960330663
30,"[0.2890950724038551, 0.4339616457037456]",0.7230567181076007
31,"[0.7009913535224114, 0.5503524065675528]",1.2513437600899642
32,"[0.8715890347454723, 0.3101075958420637]",1.181696630587536
33,"[0.22510460148421707, 0.2752601249324389]",0.500364726416656
34,"[0.5517432099847082, 0.27020029690632574]",0.8219435068910339
35,"[0.8518103325925896, 0.9711780706129991]",1.8229884032055887
36,"[0.5847764409665877, 0.7188986477041862]",1.303675088670774
37,"[0.09075051436645076, 0.7439487993728262]",0.834699313739277
38,"[0.8173061607512471, 0.32506083189639856]",1.1423669926476456
39,"[0.3945157177510361, 0.7673793193661429]",1.161895037117179
40,"[0.7100504757017315, 0.2350661727423342]",0.9451166484440657
41,"[0.6068176806123934, 0.3370612134231391]",0.9438788940355325
42,"[0.2733420976120603, 0.7939082532762561]",1.0672503508883164
43,"[0.5850695383451514, 0.8620154708093599]",1.4470850091545113
44,"[0.025757735535482218, 0.10138598550433675]",0.12714372103981897
45,"[0.660197277236811, 0.8023414022223004]",1.4625386794591115
46,"[0.6243354069068674, 0.05094212878786719]",0.6752775356947346
47,"[0.4698573064076489, 0.014686027775144717]",0.4845433341827936
48,"[0.07668505522483027, 0.290095812255841]",0.3667808674806713
49,"[0.7757493424717659, 0.05620143040271541]",0.8319507728744813
50,"[0.8808832883432608, 0.950882851372885]",1.8317661397161458
51,"[0.8699669056241416, 0.6694037293291153]",1.539370634953257
52,"[0.8464249194787988, 0.08198661545444597]",0.9284115349332448
53,"[0.20063600162488382, 0.3193753445843046]",0.5200113462091884
54,"[0.300139953754209, 0.3728090802415339]",0.6729490339957429
55,"[0.7911009609082369, 0.813994228228948]",1.605095189137185
56,"[0.8667833854121363, 0.14675957139040652]",1.0135429568025427
57,"[0.8576821456452812, 0.6800435723646698]",1.537725718009951
58,"[0.8906245501847303, 0.08141082523978449]",0.9720353754245148
59,"[0.7767284116824812, 0.9945540674251461]",1.7712824791076272
60,"[0.878579252236373, 0.2833426023988005]",1.1619218546351735
61,"[0.265032995859803, 0.9261206282252976]",1.1911536240851006
62,"[0.7810533592217274, 0.8869030035025132]",1.6679563627242406
63,"[0.941346396776295, 0.9353884855198972]",1.876734882296192
64,"[0.8446687934575922, 0.8506168804424]",1.6952856738999922
65,"[0.9024867796232436, 0.6014298525287757]",1.5039166321520194
66,"[0.6982907239094923, 0.4286333155693187]",1.1269240394788111
67,"[0.9402446292727848, 0.690270159367612]",1.6305147886403968
68,"[0.0781722837004113, 0.7697804666266502]",0.8479527503270615
69,"[0.07123012690634378, 0.19524657733389728]",0.26647670424024106
70,"[0.5683707439115536, 0.9582716947872715]",1.526642438698825
71,"[0.6000422125351702, 0.44317156960685167]",1.043213782142022
72,"[0.5453132036371892, 0.4862839811101317]",1.0315971847473209
73,"[0.004631149148460634, 0.5444171629170331]",0.5490483120654938
74,"[0.16614265834122888, 0.3710093041139917]",0.5371519624552206
75,"[0.726275475527904, 0.47693842771976547]",1.2032139032476694
76,"[0.6923227169495126, 0.18100136153429836]",0.873324078483811
77,"[0.08044680724255171, 0.6145485462379503]",0.694995353480502
78,"[0.7196344704536037, 0.9824810883852929]",1.7021155588388965
79,"[0.4278069827368838, 0.3916029842052332]",0.819409966942117
80,"[0.985035300587862, 0.9524478996840707]",1.9374832002719327
81,"[0.7642430866878157, 0.4674905423153174]",1.231733629003133
82,"[0.9726721992472859, 0.14909254804939354]",1.1217647472966794
83,"[0.5057931519972163, 0.3031875143472125]",0.8089806663444288
84,"[0.18686711715144988, 0.3434489973781384]",0.5303161145295883
85,"[0.22352708488720996, 0.9587931320459661]",1.1823202169331761
86,"[0.20608662264262834, 0.5371679414435008]",0.7432545640861291
87,"[0.8793880189329345, 0.3049588074188053]",1.1843468263517398
88,"[0.5973833613126367, 0.7677148565229013]",1.365098217835538
89,"[0.348779723757516, 0.19709304735554722]",0.5458727711130632
90,"[0.32392950533924414, 0.22261856071526553]",0.5465480660545097
91,"[0.4898725014173101, 0.2735879832526731]",0.7634604846699832
92,"[0.0031957983816714997, 0.712666465913522]",0.7158622642951935
93,"[0.46003812899785945, 0.867570590224147]",1.3276087192220065
94,"[0.3951249871732122, 0.9676505512768275]",1.3627755384500397
95,"[0.5604057515023838, 0.7831773610392038]",1.3435831125415876
96,"[0.13541211576201018, 0.7966910817993502]",0.9321031975613604
97,"[0.9784998310004231, 0.6169379151882902]",1.5954377461887135
98,"[0.938391142419962, 0.8194032762996596]",1.7577944187196217
99,"[0.3804433074448571, 0.4269964567586061]",0.8074397642034632
100,"[0.15484770236422696, 0.055944404210976684]",0.21079210657520364
101,"[0.9038230558585031, 0.7605495595403684]",1.6643726153988716
102,"[0.3186577266273317, 0.4198468786637838]",0.7385046052911155
103,"[0.6961446144538067, 0.3346532825758707]",1.0307978970296774
104,"[0.6838380951904917, 0.46358244196278253]",1.1474205371532742
105,"[0.5845485597552542, 0.5884776887434705]",1.1730262484987248
106,"[0.2168677598857034, 0.1337756299502667]",0.3506433898359701
107,"[0.41245878840506767, 0.004470270637238927]",0.4169290590423066
108,"[0.24363003840766484, 0.6193602216364246]",0.8629902600440894
109,"[0.34524093312443904, 0.4887314891252541]",0.8339724222496931
110,"[0.24271690683827984, 0.9391358102410772]",1.181852717079357
111,"[0.560405923380589, 0.5862580582721305]",1.1466639816527195
112,"[0.4507434973982557, 0.20061031857850364]",0.6513538159767593
113,"[0.6537682761098065, 0.6673826189812917]",1.3211508950910982
114,"[0.5808196390871646, 0.3278016009325875]",0.9086212400197521
115,"[0.4958054931368381, 0.1866629066806561]",0.6824683998174942
116,"[0.010374075319593001, 0.3141768748833371]",0.3245509502029301
117,"[0.21192757362961256, 0.12865696222631684]",0.3405845358559294
118,"[0.18497093167038292, 0.21067487289623266]",0.3956458045666156
119,"[0.2039854098613828, 0.19743894352701286]",0.40142435338839566
120,"[0.7694200353762496, 0.5117229036773452]",1.2811429390535949
121,"[0.5625712340946994, 0.109805102203825]",0.6723763362985244
122,"[0.84509646820877, 0.3564963646924666]",1.2015928329012366
123,"[0.18631491059199, 0.9979857799302402]",1.1843006905222302
124,"[0.8395542508133341, 0.03813127854208176]",0.8776855293554159
125,"[0.8942849888707618, 0.6254068091822016]",1.5196917980529634
126,"[0.5624226568285896, 0.5396752180828696]",1.1020978749114592
127,"[0.04561264667569387, 0.5588781610044173]",0.6044908076801112
128,"[0.31719071180470404, 0.3786250556195103]",0.6958157674242144
129,"[0.02859790728356404, 0.8768063657932845]",0.9054042730768486
130,"[0.4968119485893797, 0.39995780825307603]",0.8967697568424557
131,"[0.7155199943779886, 0.08919104076889806]",0.8047110351468867
132,"[0.9585750636234817, 0.8609048672147339]",1.8194799308382157
133,"[0.09282297095215608, 0.6344203405404703]",0.7272433114926263
134,"[0.38541877983256434, 0.3070728971159393]",0.6924916769485037
135,"[0.09565807725561715, 0.2442379542761458]",0.33989603153176295
136,"[0.8138426988981847, 0.058764118275156596]",0.8726068171733413
137,"[0.0730749913047174, 0.922933477812067]",0.9960084691167844
138,"[0.726316601480978, 0.01004475781294123]",0.7363613592939192
139,"[0.2005807601831887, 0.40434516564147216]",0.6049259258246609
140,"[0.9237969831422037, 0.9807024744283126]",1.9044994575705163
141,"[0.14661363845284414, 0.18872788467225776]",0.3353415231251019
142,"[0.9881905646775749, 0.6678890652048142]",1.656079629882389
143,"[0.6712587786332479, 0.8647067807562067]",1.5359655593894546
144,"[0.8167277845700451, 0.10726943361251662]",0.9239972181825618
145,"[0.08999496475025948, 0.561521201047094]",0.6515161657973535
146,"[0.46375915158425485, 0.7250309047997398]",1.1887900563839946
147,"[0.9138762629552815, 0.8383275845145612]",1.7522038474698427
148,"[0.2688458587859103, 0.10259006131187354]",0.3714359200977838
149,"[0.9590513968517432, 0.7033014891540502]",1.6623528860057935
150,"[0.6787664101820831, 0.7339683856217915]",1.4127347958038745
151,"[0.6218928717166355, 0.5895691422742347]",1.2114620139908703
152,"[0.6446297390271772, 0.4429676184514886]",1.087597357478666
153,"[0.9215013449158859, 0.6558023669711461]",1.5773037118870321
154,"[0.2828787649461336, 0.4960292782248854]",0.778908043171019
155,"[0.17845715077278923, 0.8452331663812092]",1.0236903171539984
156,"[0.17074089288870653, 0.21995634343362847]",0.390697236322335
157,"[0.42426347611595094, 0.48074722904244993]",0.9050107051584009
158,"[0.7407198274062121, 0.9395684684945589]",1.680288295900771
159,"[0.9465458279970549, 0.5575027232475104]",1.5040485512445652
160,"[0.5019282307251957, 0.20306508188377936]",0.704993312608975
161,"[0.021899297817163155, 0.9551544542269781]",0.9770537520441412
162,"[0.07459326331794003, 0.261326995491136]",0.33592025880907606
163,"[0.6603752895238585, 0.7649612058818601]",1.4253364954057186
164,"[0.957437137607225, 0.880624781889297]",1.8380619194965222
165,"[0.25014991931899866, 0.6155290199080072]",0.8656789392270059
166,"[0.8247128698979299, 0.16839257276953334]",0.9931054426674633
167,"[0.8281546349346917, 0.21614723411298586]",1.0443018690476775
168,"[0.7283269294021941, 0.03456813827726668]",0.7628950676794608
169,"[0.5229703564487481, 0.512260925432453]",1.035231281881201
170,"[0.5471861397643623, 0.3072990292583092]",0.8544851690226715
171,"[0.5801422241953885, 0.6643520485339943]",1.2444942727293828
172,"[0.20127145660721502, 0.40604902618408445]",0.6073204827912995
173,"[0.7050037771040348, 0.20917791713361822]",0.914181694237653
174,"[0.03943139036717114, 0.01947739753366806]",0.0589087879008392
