,x,V
0,"[0.7609488849518684, 0.6125619153958952]",0.4661283064844872
1,"[0.6986658651355696, 0.8724291872807992]",0.6095364929010615
2,"[0.34724893103299825, 0.6338401540846678]",0.22010031595169177
3,"[0.33154641428488685, 0.5575641360838949]",0.18485839005246604
4,"[0.7056577145656785, 0.8785370148893248]",0.6199464220881544
5,"[0.49160518541791454, 0.4855380683104683]",0.23869303209922382
6,"[0.014108418952164414, 0.3606290885632758]",0.005087906267787899
7,"[0.9427224908283173, 0.5993110648696757]",0.5649840198549119
8,"[0.6621474285226413, 0.8933147156363028]",0.5915060418200124
9,"[0.706164540269393, 0.8638078047451078]",0.6099904413189426
10,"[0.39378088688046, 0.07803363387835727]",0.03072815355512463
11,"[0.3795712336599736, 0.5482927963289769]",0.2081161731094664
12,"[0.820739676109514, 0.15352176043165688]",0.12600139993244047
13,"[0.6814559409508872, 0.5642551271490321]",0.3845150086077062
14,"[0.4979279218287561, 0.37438953751755755]",0.18641900437054654
15,"[0.0470570844091156, 0.20936698913231278]",0.00985220008008163
16,"[0.04463118023994461, 0.20080130432530385]",0.008961999205758606
17,"[0.8660794296510154, 0.5592654634688964]",0.48436831362465255
18,"[0.41174830300998644, 0.9978503711465433]",0.4108631969774743
19,"[0.011436700560783275, 0.6469829736069976]",0.007399350537068381
20,"[0.008318809152773388, 0.37665555372545534]",0.0031333256677742462
21,"[0.06946408773067247, 0.5036186005751266]",0.0349834066531491
22,"[0.8450954052012982, 0.5364626054922732]",0.45336208296383684
23,"[0.6088382242146908, 0.6869229046993885]",0.418224921469573
24,"[0.5807717380024424, 0.3426431800021581]",0.19899747516453709
25,"[0.28011821508153145, 0.9414791249241494]",0.2637254520102749
26,"[0.4784490885046636, 0.5555559170829663]",0.2658052221417177
27,"[0.1270801379578569, 0.8613262789913697]",0.10945746236095079
28,"[0.596351519751464, 0.7661957688302296]",0.45692201116904885
29,"[0.010038313348031958, 0.5818803432217401]",0.00584109721632021
30,"[0.008979351759208165, 0.8647150820755747]",0.007764580893449145
31,"[0.4180349997538759, 0.009346248504951027]",0.003907058991466866
32,"[0.49354439625777313, 0.6017676504713038]",0.2969990517393183
33,"[0.8844340495539901, 0.02951188587975062]",0.02610131673860306
34,"[0.7534426516471616, 0.7845108534302135]",0.5910839376544379
35,"[0.291131870521824, 0.5549652407172805]",0.16156806860461617
36,"[0.10055308287728038, 0.5922045369236852]",0.05954799188158877
37,"[0.4864081894497424, 0.8661708524909191]",0.4213125961142478
38,"[0.3832789256556822, 0.7909126073854058]",0.30314013444621274
39,"[0.9942476143797607, 0.7970220217895153]",0.7924372437723592
40,"[0.5180297332640325, 0.19683877657799476]",0.1019683389267171
41,"[0.43778075229617164, 0.9205678031401253]",0.4030068653983181
42,"[0.3310755782488881, 0.9872599816824974]",0.32685766931751953
43,"[0.9430329722117103, 0.675251450857531]",0.6367843826924472
44,"[0.19928245340546347, 0.4587884304912052]",0.09142848402232932
45,"[0.42653660758447354, 0.6042997915823853]",0.257755983065555
46,"[0.2523141485963388, 0.7612410005090842]",0.19207187492007471
