,x,V
0,"[0.7344668536693836, 0.8581842999809742]",1.5926511536503578
1,"[0.47855892244418097, 0.11085335059480583]",0.5894122730389868
2,"[0.32216526761122743, 0.08283710838772484]",0.4050023759989523
3,"[0.6945998532983152, 0.44092430540979466]",1.13552415870811
4,"[0.406014284634745, 0.2627914921111705]",0.6688057767459155
5,"[0.6513876960527822, 0.03354026089580586]",0.6849279569485881
6,"[0.35471250110014796, 0.6607583213811989]",1.015470822481347
7,"[0.3661127882565628, 0.2777205957732254]",0.6438333840297882
8,"[0.07604502648723122, 0.9663723313399881]",1.0424173578272193
9,"[0.7216537085903465, 0.21545918800345154]",0.937112896593798
10,"[0.6696864972884469, 0.06083166559813358]",0.7305181628865804
11,"[0.5804850100292875, 0.20679109884774804]",0.7872761088770356
12,"[0.06355034913498647, 0.8449188955558995]",0.908469244690886
13,"[0.47446315680877404, 0.17540949305343367]",0.6498726498622077
14,"[0.3427435982805396, 0.03784444318371538]",0.38058804146425496
15,"[0.2605599044616881, 0.25572886793878813]",0.5162887724004762
16,"[0.26761945229432205, 0.7210241333128503]",0.9886435856071724
17,"[0.49695372360384626, 0.07280623663782537]",0.5697599602416716
18,"[0.8718455331257603, 0.5035239245946533]",1.3753694577204136
19,"[0.9817840128084218, 0.7744601973527324]",1.7562442101611542
20,"[0.965505771142922, 0.33464887461597914]",1.300154645758901
21,"[0.6466723267650086, 0.8040868007258958]",1.4507591274909044
22,"[0.47946677035732477, 0.39366317625738023]",0.873129946614705
23,"[0.8600768794852566, 0.5637671711012419]",1.4238440505864984
24,"[0.18222133147333253, 0.5676615714730772]",0.7498829029464097
25,"[0.08449617429182199, 0.5395519991226169]",0.6240481734144389
26,"[0.4370583727194072, 0.38580115526343284]",0.82285952798284
27,"[0.9122114545391172, 0.9560168969776308]",1.868228351516748
28,"[0.4410176592408791, 0.1613587168855336]",0.6023763761264127
29,"[0.43481598257092247, 0.5021315490187727]",0.9369475315896951
30,"[0.49631613566518606, 0.8854673676911288]",1.3817835033563148
31,"[0.3827216780216204, 0.7304449271074896]",1.11316660512911
32,"[0.2849466474795429, 0.9507060565445283]",1.2356527040240712
33,"[0.2234501917572248, 0.27654342246208696]",0.49999361421931177
34,"[0.6913821643942669, 0.5118422118261728]",1.2032243762204398
35,"[0.5801212692350636, 0.7213477729429197]",1.3014690421779833
36,"[0.36337423041029415, 0.16051098548309295]",0.5238852158933871
37,"[0.19224136657854363, 0.6272108491649461]",0.8194522157434897
38,"[0.1657814779917791, 0.20705705721594103]",0.37283853520772015
39,"[0.8366085291556937, 0.5572240746643342]",1.393832603820028
40,"[0.29651196547715963, 0.40569093387537436]",0.702202899352534
41,"[0.5218530181549661, 0.22442041028139648]",0.7462734284363626
42,"[0.01886409844651571, 0.08497947159295927]",0.10384357003947497
43,"[0.19286017812690803, 0.9375663856636653]",1.1304265637905733
44,"[0.4529035630460748, 0.9318054785803105]",1.3847090416263854
45,"[0.8483609413546179, 0.8129246893814718]",1.6612856307360897
46,"[0.9992534677528763, 0.9108363178274791]",1.9100897855803554
47,"[0.31042747599127973, 0.6024767963673834]",0.9129042723586631
48,"[0.666071712936663, 0.10935863431899884]",0.7754303472556618
49,"[0.4158734771787189, 0.04433286872660058]",0.4602063459053195
50,"[0.32616168883486585, 0.0808710148760331]",0.40703270371089895
51,"[0.02958500959211674, 0.26731912791679313]",0.29690413750890987
52,"[0.5475556226944576, 0.1731864739654867]",0.7207420966599443
53,"[0.5753446834417735, 0.656846983800271]",1.2321916672420445
54,"[0.5142740094912635, 0.27179900657245937]",0.7860730160637228
55,"[0.933694083322363, 0.5170123086194268]",1.45070639194179
56,"[0.3827634320538643, 0.5606591332982236]",0.9434225653520879
57,"[0.7281636748930731, 0.24103695380209267]",0.9692006286951658
58,"[0.37705862345586194, 0.6068650133950666]",0.9839236368509285
59,"[0.7369947318007711, 0.18472855246337216]",0.9217232842641433
60,"[0.3708142049623616, 0.6419873734495073]",1.012801578411869
61,"[0.455986508265922, 0.8873315922553897]",1.3433181005213117
